timestamp,temp
"2018-06-29 19:33:56",20.5
"2018-06-29 19:33:56",25.8
"2018-06-29 19:33:56",30.3
"2018-06-29 19:46:59",20.5
"2018-06-29 19:46:59",25.8
"2018-06-29 19:46:59",30.3
"2018-06-29 20:47:58",26.53
"2018-06-29 20:47:59",26.53
"2018-06-29 20:48:00",26.53
"2018-06-29 20:48:19",26.42
"2018-06-29 20:48:20",26.53
"2018-06-29 20:48:21",26.42
"2018-06-29 20:50:57",26.53
"2018-06-29 20:50:59",26.53
"2018-06-29 20:51:01",26.53
"2018-06-29 20:51:16",26.53
"2018-06-29 20:51:18",26.53
"2018-06-29 20:51:20",26.53
"2018-06-29 20:51:25",26.53
"2018-06-29 20:51:27",26.53
"2018-06-29 20:51:29",26.53
"2018-06-29 20:52:17",26.42
"2018-06-29 20:52:19",26.53
"2018-06-29 20:52:21",26.53
"2018-06-29 21:01:10",26.64
"2018-06-29 21:02:10",26.64
"2018-06-29 21:03:21",26.64
"2018-06-29 21:03:31",26.64
"2018-06-29 21:03:41",26.64
"2018-06-29 21:04:02",26.64
"2018-06-29 21:04:04",26.75
"2018-06-29 21:04:06",26.75
"2018-06-29 21:04:08",26.64
"2018-06-29 21:04:10",26.64
"2018-06-29 21:04:12",26.64
"2018-06-29 21:04:14",26.64
"2018-06-29 21:04:16",26.64
"2018-06-29 21:04:18",26.64
"2018-06-29 21:04:20",26.64
"2018-06-29 21:04:22",26.64
"2018-06-29 21:04:24",26.64
"2018-06-29 21:04:26",26.64
"2018-06-29 21:04:28",26.53
"2018-06-29 21:04:30",26.75
"2018-06-29 21:04:32",26.64
"2018-06-29 21:04:34",26.75
"2018-06-29 21:04:36",26.64
"2018-06-29 21:04:38",26.64
"2018-06-29 21:04:40",26.75
"2018-06-29 21:04:42",26.64
"2018-06-29 21:04:44",26.64
"2018-06-29 21:04:46",26.75
"2018-06-29 21:04:48",26.75
"2018-06-29 21:04:50",26.64
"2018-06-29 21:04:52",26.64
"2018-06-29 21:04:54",26.64
"2018-06-29 21:04:56",26.64
"2018-06-29 21:04:58",26.64
"2018-06-29 21:07:13",26.64
"2018-06-29 21:07:15",26.64
"2018-06-29 21:22:27",26.75
"2018-06-29 21:22:29",26.75
"2018-06-29 21:22:31",26.85
"2018-06-29 21:22:33",26.85
"2018-06-29 21:22:35",26.85
"2018-06-29 21:22:37",26.75
"2018-06-29 21:22:39",26.85
"2018-06-29 21:22:41",26.75
"2018-06-29 21:22:43",26.75
"2018-06-29 21:22:45",26.75
"2018-06-29 21:22:47",26.85
"2018-06-29 21:22:49",26.75
"2018-06-29 21:22:51",26.85
"2018-06-29 21:22:53",26.75
"2018-06-29 21:22:55",26.75
"2018-06-29 21:22:57",26.75
"2018-06-29 21:22:59",26.85
"2018-06-29 21:23:01",26.85
"2018-06-29 21:23:03",26.75
"2018-06-29 21:24:38",26.85
"2018-06-29 21:25:19",26.85
"2018-06-29 21:25:50",26.85
"2018-06-29 21:26:20",26.85
"2018-06-29 21:26:50",26.85
"2018-06-29 21:27:20",26.85
"2018-06-29 21:27:50",26.85
"2018-06-29 21:28:20",26.85
"2018-06-29 21:28:50",26.85
"2018-06-29 21:29:20",26.85
"2018-06-29 21:29:50",26.75
"2018-06-29 21:30:20",26.75
"2018-06-29 21:30:50",26.85
"2018-06-29 21:31:20",26.85
"2018-06-29 21:31:50",26.85
"2018-06-29 21:32:21",26.85
"2018-06-29 21:32:51",26.85
"2018-06-29 21:33:21",26.85
"2018-06-29 21:33:51",26.85
"2018-06-29 21:34:21",26.85
"2018-06-29 21:34:51",26.85
"2018-06-29 21:35:21",26.75
"2018-06-29 21:35:51",26.85
"2018-06-29 21:36:21",26.85
"2018-06-29 21:36:51",26.85
"2018-06-29 21:37:21",26.85
"2018-06-29 21:37:51",26.85
"2018-06-29 21:38:21",26.96
"2018-06-29 21:38:51",26.96
"2018-06-29 21:39:21",26.85
"2018-06-29 21:39:51",26.96
"2018-06-29 21:40:21",26.96
"2018-06-29 21:40:51",26.85
"2018-06-29 21:41:21",26.96
"2018-06-29 21:41:51",26.85
"2018-06-29 21:42:21",26.85
"2018-06-29 21:42:51",26.85
"2018-06-29 21:43:21",26.96
"2018-06-29 21:43:52",26.96
"2018-06-29 21:44:22",26.96
"2018-06-29 21:44:52",26.96
"2018-06-29 21:45:22",26.96
"2018-06-29 21:45:52",26.96
"2018-06-29 21:46:22",26.96
"2018-06-29 21:46:52",26.96
"2018-06-29 21:47:22",26.96
"2018-06-29 21:47:52",26.96
"2018-06-29 21:48:22",26.96
"2018-06-29 21:48:52",26.96
"2018-06-29 21:49:22",26.96
"2018-06-29 21:49:52",26.96
"2018-06-29 21:50:22",26.85
"2018-06-29 21:50:53",26.96
"2018-06-29 21:51:23",26.96
"2018-06-29 21:51:53",26.96
"2018-06-29 21:52:23",26.96
"2018-06-29 21:52:53",26.96
"2018-06-29 21:53:23",26.85
"2018-06-29 21:53:53",26.85
"2018-06-29 21:54:23",26.85
"2018-06-29 21:54:53",26.85
"2018-06-29 21:55:23",26.85
"2018-06-29 21:55:53",26.85
"2018-06-29 21:56:23",26.85
"2018-06-29 21:56:54",26.85
"2018-06-29 21:57:24",26.96
"2018-06-29 21:57:54",26.85
"2018-06-29 21:58:24",26.85
"2018-06-29 21:58:54",26.85
"2018-06-29 21:59:24",26.85
"2018-06-29 21:59:54",26.85
"2018-06-29 22:00:24",26.96
"2018-06-29 22:00:54",26.96
"2018-06-29 22:01:24",26.96
"2018-06-29 22:01:54",26.96
"2018-06-29 22:02:24",26.96
"2018-06-29 22:02:54",26.85
"2018-06-29 22:03:24",26.96
"2018-06-29 22:03:55",26.96
"2018-06-29 22:04:25",26.96
"2018-06-29 22:04:55",26.96
"2018-06-29 22:05:25",26.96
"2018-06-29 22:05:55",26.96
"2018-06-29 22:06:25",26.96
"2018-06-29 22:06:55",27.07
"2018-06-29 22:07:25",26.96
"2018-06-29 22:07:55",26.96
"2018-06-29 22:08:25",26.96
"2018-06-29 22:08:55",27.07
"2018-06-29 22:09:25",26.96
"2018-06-29 22:09:55",26.96
"2018-06-29 22:10:25",27.07
"2018-06-29 22:10:56",26.96
"2018-06-29 22:11:26",27.07
"2018-06-29 22:11:56",27.07
"2018-06-29 22:12:26",27.07
"2018-06-29 22:12:56",27.07
"2018-06-29 22:13:26",27.07
"2018-06-29 22:13:56",26.96
"2018-06-29 22:14:26",27.07
"2018-06-29 22:14:56",27.07
"2018-06-29 22:15:26",27.07
"2018-06-29 22:15:56",27.07
"2018-06-29 22:16:26",27.18
"2018-06-29 22:16:57",27.07
"2018-06-29 22:17:27",27.18
"2018-06-29 22:17:57",27.18
"2018-06-29 22:18:27",27.18
"2018-06-29 22:18:57",27.28
"2018-06-29 22:19:27",27.18
"2018-06-29 22:19:57",27.18
"2018-06-29 22:20:27",27.18
"2018-06-29 22:20:57",27.18
"2018-06-29 22:21:27",27.18
"2018-06-29 22:21:57",27.18
"2018-06-29 22:22:27",27.18
"2018-06-29 22:22:57",27.18
"2018-06-29 22:23:27",27.18
"2018-06-29 22:23:57",27.18
"2018-06-29 22:24:28",27.18
"2018-06-29 22:24:58",27.18
"2018-06-29 22:25:28",27.18
"2018-06-29 22:25:58",27.28
"2018-06-29 22:26:28",27.28
"2018-06-29 22:26:58",27.28
"2018-06-29 22:27:28",27.18
"2018-06-29 22:27:58",27.28
"2018-06-29 22:28:28",27.28
"2018-06-29 22:28:58",27.28
"2018-06-29 22:29:28",27.28
"2018-06-29 22:29:58",27.28
"2018-06-29 22:30:28",27.28
"2018-06-29 22:30:58",27.28
"2018-06-29 22:31:29",27.28
"2018-06-29 22:31:59",27.28
"2018-06-29 22:32:29",27.28
"2018-06-29 22:32:59",27.39
"2018-06-29 22:33:29",27.28
"2018-06-29 22:33:59",27.39
"2018-06-29 22:34:29",27.28
"2018-06-29 22:34:59",27.39
"2018-06-29 22:35:29",27.39
"2018-06-29 22:35:59",27.28
"2018-06-29 22:36:29",27.39
"2018-06-29 22:36:59",27.39
"2018-06-29 22:37:29",27.39
"2018-06-29 22:37:59",27.39
"2018-06-29 22:38:30",27.39
"2018-06-29 22:39:00",27.39
"2018-06-29 22:39:30",27.39
"2018-06-29 22:40:00",27.39
"2018-06-29 22:40:30",27.5
"2018-06-29 22:41:00",27.5
"2018-06-29 22:41:30",27.39
"2018-06-29 22:42:00",27.39
"2018-06-29 22:42:30",27.5
"2018-06-29 22:43:00",27.39
"2018-06-29 22:43:30",27.39
"2018-06-29 22:44:00",27.39
"2018-06-29 22:44:30",27.5
"2018-06-29 22:45:01",27.5
"2018-06-29 22:45:31",27.5
"2018-06-29 22:46:01",27.39
"2018-06-29 22:46:31",27.5
"2018-06-29 22:47:01",27.5
"2018-06-29 22:47:31",27.5
"2018-06-29 22:48:01",27.5
"2018-06-29 22:48:31",27.5
"2018-06-29 22:49:01",27.5
"2018-06-29 22:49:31",27.5
"2018-06-29 22:50:01",27.5
"2018-06-29 22:50:31",27.5
"2018-06-29 22:51:01",27.5
"2018-06-29 22:51:31",27.5
"2018-06-29 22:52:01",27.5
"2018-06-29 22:52:32",27.5
"2018-06-29 22:53:02",27.5
"2018-06-29 22:53:32",27.5
"2018-06-29 22:54:02",27.5
"2018-06-29 22:54:32",27.5
"2018-06-29 22:55:02",27.5
"2018-06-29 22:55:32",27.5
"2018-06-29 22:56:02",27.6
"2018-06-29 22:56:32",27.6
"2018-06-29 22:57:02",27.5
"2018-06-29 22:57:32",27.5
"2018-06-29 22:58:02",27.5
"2018-06-29 22:58:32",27.6
"2018-06-29 22:59:03",27.6
"2018-06-29 22:59:33",27.6
"2018-06-29 23:00:03",27.6
"2018-06-29 23:00:33",27.71
"2018-06-29 23:01:03",27.6
"2018-06-29 23:01:33",27.6
"2018-06-29 23:02:03",27.6
"2018-06-29 23:02:33",27.6
"2018-06-29 23:03:03",27.6
"2018-06-29 23:03:33",27.6
"2018-06-29 23:04:03",27.6
"2018-06-29 23:04:33",27.6
"2018-06-29 23:05:03",27.6
"2018-06-29 23:05:33",27.71
"2018-06-29 23:06:04",27.6
"2018-06-29 23:06:34",27.6
"2018-06-29 23:07:04",27.6
"2018-06-29 23:07:34",27.71
"2018-06-29 23:08:04",27.6
"2018-06-29 23:08:34",27.6
"2018-06-29 23:09:04",27.6
"2018-06-29 23:09:34",27.6
"2018-06-29 23:10:04",27.6
"2018-06-29 23:10:34",27.71
"2018-06-29 23:11:04",27.71
"2018-06-29 23:11:34",27.71
"2018-06-29 23:12:04",27.71
